IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
43384.70556,82921.08,,43362.70556,19.98,,41045.70556,37.1,,42377.99861,3.9932
43388.70556,83359.76,,43363.70556,19.87,,41046.70556,35.83,,42380.99861,4.0504
43389.70556,85717.56,,43364.70556,20.14,,41047.70556,36.68,,42381.99861,4.0252
43390.70556,85763.95,,43367.70556,20,,41050.70556,37.85,,42382.99861,4.0141
43391.70556,83847.12,,43368.70556,20.08,,41051.70556,37.38,,42383.99861,4.0059
43392.70556,84219.74,,43369.70556,20.19,,41052.70556,37.68,,42384.99861,4.0043
43395.70556,85596.69,,43370.70556,21.46,,41053.70556,37.25,,42387.99861,4.0523
43396.70556,85300.03,,43371.70556,21.09,,41054.70556,36.55,,42388.99861,4.0584
43397.70556,83063.56,,43374.70556,21,,41057.70556,36.88,,42389.99861,4.1014
43398.70556,84083.51,,43375.70556,22.82,,41058.70556,37.5,,42390.99861,4.1535
43399.70556,85719.87,,43376.70556,23.79,,41059.70556,37.28,,42391.99861,4.1124
43402.70556,83796.71,,43377.70556,24.02,,41061.70556,37,,42392.99861,4.0895
43403.70556,86885.71,,43378.70556,23.96,,41064.70556,36.92,,42394.99861,4.0879
43404.70556,87423.55,,43381.70556,26.6,,41065.70556,36.89,,42395.99861,4.0669
43405.70556,88419.05,,43382.70556,26.82,,41066.70556,37.96,,42396.99861,4.1049
43409.70556,89598.16,,43383.70556,26.05,,41068.70556,38.34,,42397.99861,4.067
43410.70556,88668.92,,43384.70556,25.29,,41071.70556,37.86,,42398.99861,3.9971
43411.70556,87714.35,,43388.70556,25.77,,41072.70556,38.75,,42401.99861,3.9597
43412.70556,85620.13,,43389.70556,26.73,,41073.70556,38.8,,42402.99861,3.9853
43413.70556,85641.21,,43390.70556,26.45,,41074.70556,38.9,,42403.99861,3.8923
43416.70556,85524.7,,43391.70556,25.7,,41075.70556,39.52,,42404.99861,3.8862
43417.70556,84914.11,,43392.70556,25.92,,41079.70556,40.81,,42405.99861,3.8996
43418.70556,85973.06,,43395.70556,26.53,,41080.70556,40.93,,42406.99861,3.8985
43420.70556,88515.27,,43396.70556,26.2,,41081.70556,39.8,,42408.99861,3.8916
43423.70556,87900.83,,43397.70556,25.68,,41082.70556,39.71,,42409.99861,3.8815
43425.70556,87268.8,,43398.70556,26.32,,41085.70556,38.95,,42410.99861,3.9263
43426.70556,87477.44,,43399.70556,27.6,,41086.70556,39.85,,42411.99861,3.9875
43427.70556,86230.22,,43402.70556,26.42,,41087.70556,39.69,,42412.99861,3.9682
43430.70556,85546.51,,43403.70556,28,,41088.70556,39.22,,42414.99861,3.9682
43431.70556,87891.18,,43404.70556,27.62,,41089.70556,40.13,,42415.99861,3.995
43432.70556,89250.82,,43405.70556,27.32,,41092.70556,40.24,,42416.99861,4.0625
43433.70556,89709.56,,43409.70556,28.16,,41093.70556,41,,42417.99861,3.9809
43434.70556,89504.03,,43410.70556,27.19,,41095.70556,41.77,,42418.99861,4.0246
43437.70556,89820.09,,43411.70556,26.3,,41096.70556,40.79,,42419.99861,4.0076
43438.70556,88624.45,,43412.70556,25.35,,41100.70556,39.6,,42420.99861,4.0164
43439.70556,89039.79,,43413.70556,25.46,,41101.70556,39.56,,42422.99861,3.9428
43440.70556,88846.48,,43416.70556,25.33,,41102.70556,39.39,,42423.99861,3.9535
43441.70556,88115.07,,43417.70556,24.24,,41103.70556,40.23,,42424.99861,3.9544
43444.70556,85914.71,,43418.70556,25.1,,41106.70556,39.6,,42425.99861,3.9519
43445.70556,86419.57,,43420.70556,25.8,,41107.70556,39.45,,42426.99861,3.9647
43446.70556,86977.46,,43423.70556,26,,41108.70556,39.5,,42429.99861,4.0129
43447.70556,87837.59,,43425.70556,25.17,,41109.70556,39.55,,42430.99861,3.922
43448.70556,87449.5,,43426.70556,25.15,,41110.70556,38.59,,42431.99861,3.8893
43451.70556,86399.68,,43427.70556,24.37,,41113.70556,37.68,,42432.99861,3.7961
43452.70556,86610.49,,43430.70556,24.25,,41114.70556,35.84,,42433.99861,3.7688
43453.70556,85673.52,,43431.70556,25.53,,41115.70556,35.65,,42436.99861,3.7811
43454.70556,85269.29,,43432.70556,25.38,,41116.70556,36.09,,42437.99861,3.7527
43455.70556,85697.15,,43433.70556,25.17,,41117.70556,37.55,,42438.99861,3.6769
43460.70556,85136.1,,43434.70556,25.46,,41120.70556,37.52,,42439.99861,3.614
43461.70556,85460.2,,43437.70556,25.94,,41121.70556,37.15,,42440.99861,3.5717
43462.70556,87887.26,,43438.70556,25.34,,41122.70556,37.39,,42443.99861,3.655
43467.70556,91012.31,,43439.70556,25.56,,41123.70556,36.75,,42444.99861,3.7623
43468.70556,91564.25,,43440.70556,24.59,,41124.70556,37.3,,42445.99861,3.7366
43469.70556,91840.79,,43441.70556,24.77,,41127.70556,37.7,,42446.99861,3.6206
43472.70556,91699.05,,43444.70556,23.44,,41128.70556,37.64,,42447.99861,3.6211
43473.70556,92031.86,,43445.70556,23.29,,41129.70556,37.93,,42448.99861,3.6211
43474.70556,93613.04,,43446.70556,23.3,,41131.70556,38.3,,42450.99861,3.6126
43475.70556,93805.93,,43447.70556,23.36,,41134.70556,38.61,,42451.99861,3.5778
43476.70556,93658.31,,43448.70556,23.05,,41135.70556,37.05,,42452.99861,3.6801
43479.70556,94474.13,,43451.70556,22.87,,41136.70556,36.3,,42453.99861,3.6772
43480.70556,94055.72,,43452.70556,22,,41137.70556,36.8,,42454.99861,3.6835
43481.70556,94393.07,,43453.70556,22.25,,41138.70556,35.65,,42457.99861,3.6772
43482.70556,95351.09,,43454.70556,21.49,,41141.70556,36.36,,42458.99861,3.6349
43483.70556,96096.75,,43455.70556,21.55,,41142.70556,36.09,,42459.99861,3.5961
43486.70556,96009.77,,43460.70556,21.68,,41143.70556,36.1,,42460.99861,3.5865
43487.70556,95103.38,,43461.70556,21.67,,41144.70556,34.8,,42461.99861,3.5508
43488.70556,96558.42,,43462.70556,22.68,,41145.70556,34.53,,42462.99861,3.5508
43489.70556,97677.19,,43467.70556,24.06,,41148.70556,34,,42463.99861,3.5486
43493.70556,95443.88,,43468.70556,24.65,,41149.70556,33.92,,42464.99861,3.6172
43494.70556,95639.33,,43469.70556,24.72,,41150.70556,32.91,,42465.99861,3.6737
43495.70556,96996.21,,43472.70556,25.11,,41151.70556,32.8,,42466.99861,3.6364
43496.70556,97393.74,,43473.70556,24.96,,41152.70556,33.58,,42467.99861,3.6826
43497.70556,97861.27,,43474.70556,25.48,,41155.70556,33.52,,42468.99861,3.5862
43500.70556,98588.63,,43475.70556,25.26,,41157.70556,33,,42469.99861,3.5862
43501.70556,98311.2,,43476.70556,24.99,,41158.70556,34.52,,42470.99861,3.5862
43502.70556,94635.57,,43479.70556,24.85,,41162.70556,35.79,,42471.99861,3.4885
43503.70556,94405.59,,43480.70556,24.83,,41163.70556,36.81,,42472.99861,3.4825
43504.70556,95343.1,,43481.70556,24.82,,41164.70556,37.28,,42473.99861,3.4935
43507.70556,94412.91,,43482.70556,25.16,,41165.70556,38.23,,42474.99861,3.4725
43508.70556,96168.4,,43483.70556,25.4,,41166.70556,38.65,,42475.99861,3.5281
43509.70556,95842.4,,43486.70556,25.53,,41169.70556,39.07,,42476.99861,3.531
43510.70556,98015.09,,43487.70556,25.13,,41170.70556,39.55,,42478.99861,3.6099
43511.70556,97525.91,,43488.70556,25.43,,41171.70556,39.1,,42479.99861,3.5253
43514.70556,96509.89,,43489.70556,25.54,,41172.70556,38.8,,42480.99861,3.5244
43515.70556,97659.15,,43493.70556,24.77,,41173.70556,37.62,,42481.99861,3.5244
43516.70556,96544.81,,43494.70556,25.37,,41176.70556,37.88,,42482.99861,3.5623
43517.70556,96932.27,,43495.70556,25.62,,41177.70556,36.9,,42485.99861,3.5504
43518.70556,97885.6,,43496.70556,25.58,,41178.70556,36.95,,42486.99861,3.5202
43521.70556,97239.9,,43497.70556,25.8,,41179.70556,36.88,,42487.99861,3.5215
43522.70556,97602.5,,43500.70556,26.03,,41180.70556,36.49,,42488.99861,3.4797
43523.70556,97307.31,,43501.70556,26.08,,41183.70556,36.33,,42489.99861,3.4328
43524.70556,95584.35,,43502.70556,25.49,,41184.70556,36.19,,42490.99861,3.4328
43525.70556,94603.75,,43503.70556,25.09,,41185.70556,35.7,,42492.99861,3.4965
43530.70556,94216.87,,43504.70556,25.13,,41186.70556,36.1,,42493.99861,3.5549
43531.70556,94340.17,,43507.70556,24.84,,41187.70556,35.91,,42494.99861,3.5454
43532.70556,95364.85,,43508.70556,25.72,,41190.70556,37.19,,42495.99861,3.5331
43535.70556,98026.62,,43509.70556,26.05,,41191.70556,37.3,,42496.99861,3.499
43536.70556,97828.03,,43510.70556,26.95,,41192.70556,36.9,,42499.99861,3.513
43537.70556,98903.88,,43511.70556,26.84,,41193.70556,37.4,,42500.99861,3.4704
43538.70556,98604.67,,43514.70556,26.76,,41197.70556,37.4,,42501.99861,3.447
43539.70556,99136.74,,43515.70556,27.38,,41198.70556,36.92,,42502.99861,3.4771
43542.70556,99993.92,,43516.70556,27.04,,41199.70556,37.76,,42503.99861,3.5302
43543.70556,99588.37,,43517.70556,27.4,,41200.70556,37.4,,42506.99861,3.4945
43544.70556,98041.37,,43518.70556,27.13,,41201.70556,36.6,,42507.99861,3.4861
43545.70556,96729.08,,43521.70556,26.7,,41204.70556,36.86,,42508.99861,3.5585
43546.70556,93735.15,,43522.70556,26.58,,41205.70556,35.57,,42509.99861,3.5609
43549.70556,93662.01,,43523.70556,27.08,,41206.70556,35.32,,42510.99861,3.5573
43550.70556,95306.82,,43524.70556,27.06,,41207.70556,37.31,,42512.99861,3.5573
43551.70556,91903.4,,43525.70556,26.7,,41208.70556,37.09,,42513.99861,3.5665
43552.70556,94388.94,,43530.70556,26.76,,41211.70556,37.27,,42514.99861,3.5673
43553.70556,95414.55,,43531.70556,26.77,,41212.70556,37.45,,42515.99861,3.5769
43556.70556,96054.45,,43532.70556,26.67,,41213.70556,37.45,,42516.99861,3.5827
43557.70556,95386.76,,43535.70556,27.75,,41214.70556,38.39,,42517.99861,3.6089
43558.70556,94491.48,,43536.70556,27.5,,41218.70556,38.05,,42519.99861,3.6089
43559.70556,96313.06,,43537.70556,28.1,,41219.70556,38.23,,42520.99861,3.5674
43560.70556,97108.17,,43538.70556,28.19,,41220.70556,37.83,,42521.99861,3.5832
43563.70556,97369.29,,43539.70556,28.25,,41221.70556,36.98,,42522.99861,3.591
43564.70556,96291.79,,43542.70556,28.74,,41222.70556,37.3,,42523.99861,3.5801
43565.70556,95953.45,,43543.70556,29.2,,41225.70556,37,,42524.99861,3.5245
43566.70556,94754.7,,43544.70556,28.97,,41226.70556,37.26,,42527.99861,3.4845
43567.70556,92875,,43545.70556,28.56,,41227.70556,36.59,,42528.99861,3.4349
43570.70556,93082.97,,43546.70556,27,,41228.70556,36.59,,42529.99861,3.3575
43571.70556,94333.31,,43549.70556,27.34,,41229.70556,35.48,,42530.99861,3.3959
43572.70556,93284.75,,43550.70556,28.63,,41232.70556,35.95,,42531.99861,3.4158
43573.70556,94578.26,,43551.70556,27.34,,41234.70556,36.45,,42534.99861,3.4773
43577.70556,94588.06,,43552.70556,28.06,,41235.70556,36.29,,42535.99861,3.4751
43578.70556,95923.24,,43553.70556,28.06,,41236.70556,36.92,,42536.99861,3.4693
43579.70556,95045.43,,43556.70556,28,,41239.70556,36.61,,42537.99861,3.4612
43580.70556,96552.03,,43557.70556,28.29,,41240.70556,36.48,,42538.99861,3.4128
43581.70556,96236.04,,43558.70556,27.54,,41241.70556,35.87,,42540.99861,3.4128
43584.70556,96187.75,,43559.70556,28.47,,41242.70556,37.46,,42541.99861,3.3917
43585.70556,96353.33,,43560.70556,28.78,,41243.70556,37.6,,42542.99861,3.4121
43587.70556,95527.62,,43563.70556,29.25,,41246.70556,37.38,,42543.99861,3.3743
43588.70556,96007.89,,43564.70556,29.16,,41247.70556,36.7,,42544.99861,3.337
43591.70556,95008.66,,43565.70556,28.78,,41248.70556,37.3,,42545.99861,3.3677
43592.70556,94388.73,,43566.70556,28,,41249.70556,37.05,,42548.99861,3.3893
43593.70556,95596.61,,43567.70556,25.83,,41250.70556,37.48,,42549.99861,3.3025
43594.70556,94807.85,,43570.70556,25.93,,41253.70556,38.15,,42550.99861,3.2376
43595.70556,94257.56,,43571.70556,26.72,,41254.70556,39,,42551.99861,3.2059
43598.70556,91726.54,,43572.70556,26.75,,41255.70556,39.4,,42552.99861,3.2332
43599.70556,92092.44,,43573.70556,27.6,,41256.70556,39.62,,42553.99861,3.2306
43600.70556,91623.44,,43577.70556,27.44,,41257.70556,41.2,,42555.99861,3.2885
43601.70556,90024.47,,43578.70556,27.68,,41260.70556,42,,42556.99861,3.2991
43602.70556,89992.73,,43579.70556,27.6,,41261.70556,42.82,,42557.99861,3.327
43605.70556,91946.19,,43580.70556,27.8,,41262.70556,42.05,,42558.99861,3.3611
43606.70556,94484.63,,43581.70556,27.25,,41263.70556,42.25,,42559.99861,3.2952
43607.70556,94360.66,,43584.70556,27.37,,41264.70556,41.89,,42560.99861,3.2977
43608.70556,93910.03,,43585.70556,27.11,,41269.70556,42.17,,42562.99861,3.3072
43609.70556,93627.8,,43587.70556,26.73,,41270.70556,42.16,,42563.99861,3.2935
43612.70556,94864.25,,43588.70556,26.85,,41271.70556,42.28,,42564.99861,3.2616
43613.70556,96392.76,,43591.70556,26.77,,41276.70556,44.1,,42565.99861,3.2484
43614.70556,96566.55,,43592.70556,26.35,,41277.70556,43.35,,42566.99861,3.2591
43615.70556,97457.36,,43593.70556,27.37,,41278.70556,42.68,,42567.99861,3.2766
43616.70556,97030.32,,43594.70556,26.83,,41281.70556,41.84,,42569.99861,3.2494
43619.70556,97020.48,,43595.70556,26.68,,41282.70556,41.51,,42570.99861,3.2479
43620.70556,97380.28,,43598.70556,25.9,,41283.70556,41.7,,42571.99861,3.2527
43621.70556,95998.75,,43599.70556,26,,41284.70556,42.14,,42572.99861,3.2686
43622.70556,97204.85,,43600.70556,25.88,,41285.70556,41.27,,42573.99861,3.2515
43623.70556,97821.26,,43601.70556,25.27,,41288.70556,41.26,,42576.99861,3.2821
43626.70556,97466.69,,43602.70556,24.68,,41289.70556,41.16,,42577.99861,3.27
43627.70556,98960,,43605.70556,25.52,,41290.70556,40.9,,42578.99861,3.2586
43628.70556,98320.88,,43606.70556,26.49,,41291.70556,40.98,,42579.99861,3.2819
43629.70556,98773.7,,43607.70556,26.29,,41292.70556,40.61,,42580.99861,3.2468
43630.70556,98040.06,,43608.70556,25.84,,41295.70556,40.58,,42581.99861,3.2462
43633.70556,97623.25,,43609.70556,26.09,,41296.70556,41.07,,42583.99861,3.2584
43634.70556,99404.39,,43612.70556,26.24,,41297.70556,40.85,,42584.99861,3.2528
43635.70556,100303.41,,43613.70556,26.8,,41298.70556,40,,42585.99861,3.2346
43637.70556,102012.64,,43614.70556,26.5,,41302.70556,38.79,,42586.99861,3.1869
43640.70556,102062.33,,43615.70556,26.15,,41303.70556,39.24,,42587.99861,3.1607
43641.70556,100092.95,,43616.70556,25.55,,41304.70556,38.75,,42590.99861,3.1686
43642.70556,100688.63,,43619.70556,25.99,,41305.70556,40.26,,42591.99861,3.1429
43643.70556,100723.97,,43620.70556,26.2,,41306.70556,40.85,,42592.99861,3.1247
43644.70556,100967.2,,43621.70556,25.86,,41309.70556,40.45,,42593.99861,3.139
43647.70556,101339.68,,43622.70556,26.28,,41310.70556,39.7,,42594.99861,3.1884
43648.70556,100605.17,,43623.70556,26.76,,41311.70556,40.15,,42596.99861,3.1905
43649.70556,102043.11,,43626.70556,26.65,,41312.70556,39.03,,42597.99861,3.1848
43650.70556,103636.17,,43627.70556,27.16,,41313.70556,39.34,,42598.99861,3.2012
43651.70556,104089.47,,43628.70556,26.85,,41318.70556,39.11,,42599.99861,3.2048
43654.70556,104530.22,,43629.70556,27.18,,41319.70556,38.58,,42600.99861,3.2379
43656.70556,105817.06,,43630.70556,27.06,,41320.70556,38.3,,42601.99861,3.2055
43657.70556,105146.44,,43633.70556,27.11,,41323.70556,38.04,,42603.99861,3.2045
43658.70556,103905.99,,43634.70556,27.45,,41324.70556,37.65,,42604.99861,3.1987
43661.70556,103802.69,,43635.70556,27.52,,41325.70556,36.44,,42605.99861,3.2355
43662.70556,103775.41,,43637.70556,28.28,,41326.70556,36.7,,42606.99861,3.2233
43663.70556,103855.53,,43640.70556,28.25,,41327.70556,35.72,,42607.99861,3.2283
43664.70556,104716.59,,43641.70556,27.51,,41330.70556,35.88,,42608.99861,3.2612
43665.70556,103451.93,,43642.70556,27.67,,41331.70556,36.6,,42609.99861,3.2596
43668.70556,103949.46,,43643.70556,27.23,,41332.70556,37,,42610.99861,3.2641
43669.70556,103704.28,,43644.70556,27.41,,41333.70556,37.8,,42611.99861,3.2276
43670.70556,104119.54,,43647.70556,27.26,,41334.70556,36.75,,42612.99861,3.2368
43671.70556,102654.58,,43648.70556,26.82,,41337.70556,35.64,,42613.99861,3.226
43672.70556,102818.93,,43649.70556,27.13,,41338.70556,35.45,,42614.99861,3.2532
43675.70556,103482.63,,43650.70556,27.39,,41339.70556,37.4,,42615.99861,3.2531
43676.70556,102932.76,,43651.70556,27.4,,41340.70556,37.38,,42616.99861,3.2561
43677.70556,101812.13,,43654.70556,27.65,,41341.70556,36.34,,42617.99861,3.2561
43678.70556,102125.94,,43656.70556,28.07,,41344.70556,36.67,,42618.99861,3.2672
43679.70556,102673.68,,43657.70556,28.4,,41345.70556,36.29,,42619.99861,3.1963
43682.70556,100097.75,,43658.70556,28.53,,41346.70556,34.85,,42620.99861,3.1907
43683.70556,102163.69,,43661.70556,28.18,,41347.70556,34.94,,42621.99861,3.2149
43684.70556,102782.37,,43662.70556,27.83,,41348.70556,34.73,,42622.99861,3.253
43685.70556,104115.23,,43663.70556,27.68,,41351.70556,35,,42623.99861,3.2717
43686.70556,103996.16,,43664.70556,27.51,,41352.70556,33.58,,42624.99861,3.2717
43689.70556,101915.22,,43665.70556,27.44,,41353.70556,34.35,,42625.99861,3.2469
43690.70556,103299.47,,43668.70556,27.49,,41354.70556,34.64,,42626.99861,3.3141
43691.70556,100258.01,,43669.70556,27.52,,41355.70556,34.71,,42627.99861,3.3435
43692.70556,99056.91,,43670.70556,27.35,,41358.70556,34.08,,42628.99861,3.2998
43693.70556,99805.78,,43671.70556,26.89,,41359.70556,34.45,,42629.99861,3.2603
43696.70556,99468.67,,43672.70556,26.14,,41360.70556,35.13,,42630.99861,3.2584
43697.70556,99222.25,,43675.70556,26.38,,41361.70556,34.9,,42631.99861,3.2655
43698.70556,101201.9,,43676.70556,26.24,,41365.70556,34,,42632.99861,3.2712
43699.70556,100011.28,,43677.70556,26.08,,41366.70556,33.2,,42633.99861,3.2561
43700.70556,97667.49,,43678.70556,26.25,,41367.70556,35.35,,42634.99861,3.2096
43703.70556,96429.6,,43679.70556,26.52,,41368.70556,34.29,,42635.99861,3.217
43704.70556,97276.19,,43682.70556,25.55,,41369.70556,34.56,,42636.99861,3.2401
43705.70556,98193.53,,43683.70556,25.88,,41372.70556,34.56,,42637.99861,3.2432
43706.70556,100524.43,,43684.70556,25.6,,41373.70556,36.19,,42638.99861,3.2432
43707.70556,101134.61,,43685.70556,26.35,,41374.70556,35,,42639.99861,3.2406
43710.70556,100625.74,,43686.70556,26.28,,41375.70556,34.14,,42640.99861,3.2326
43711.70556,99680.83,,43689.70556,25.65,,41376.70556,34.58,,42641.99861,3.2178
43712.70556,101200.89,,43690.70556,25.79,,41379.70556,32.46,,42642.99861,3.2593
43713.70556,102243,,43691.70556,24.92,,41380.70556,32.33,,42643.99861,3.2595
43714.70556,102935.43,,43692.70556,24.23,,41381.70556,32.46,,42644.99861,3.2596
43717.70556,103180.59,,43693.70556,23.91,,41382.70556,31.9,,42645.99861,3.2598
43718.70556,103031.5,,43696.70556,24.03,,41383.70556,32.11,,42646.99861,3.2087
43719.70556,103445.6,,43697.70556,24.02,,41386.70556,32.39,,42647.99861,3.2545
43720.70556,104370.91,,43698.70556,25.45,,41387.70556,33.37,,42648.99861,3.2185
43721.70556,103501.18,,43699.70556,25.22,,41388.70556,34,,42649.99861,3.2272
43724.70556,103680.41,,43700.70556,24.28,,41389.70556,34.11,,42650.99861,3.2178
43725.70556,104616.86,,43703.70556,23.96,,41390.70556,33.01,,42652.99861,3.2193
43726.70556,104531.93,,43704.70556,24.34,,41393.70556,33.6,,42653.99861,3.2027
43727.70556,104339.16,,43705.70556,24.59,,41394.70556,34.29,,42654.99861,3.1959
43728.70556,104817.4,,43706.70556,25.5,,41396.70556,33.41,,42655.99861,3.2007
43731.70556,104637.82,,43707.70556,25.5,,41397.70556,33.7,,42656.99861,3.1773
43732.70556,103875.66,,43710.70556,25.3,,41400.70556,33.83,,42657.99861,3.2026
43733.70556,104480.98,,43711.70556,25.6,,41401.70556,34.85,,42658.99861,3.202
43734.70556,105319.4,,43712.70556,26.26,,41402.70556,34.96,,42659.99861,3.202
43735.70556,105077.63,,43713.70556,26.39,,41403.70556,35.28,,42660.99861,3.2042
43738.70556,104745.32,,43714.70556,26.52,,41404.70556,34.35,,42661.99861,3.1817
43739.70556,104053.4,,43717.70556,26.93,,41407.70556,33.46,,42662.99861,3.1661
43740.70556,101031.44,,43718.70556,27.1,,41408.70556,32.79,,42663.99861,3.1391
43741.70556,101516.04,,43719.70556,26.87,,41409.70556,32.1,,42664.99861,3.1469
43742.70556,102551.32,,43720.70556,27.06,,41410.70556,31.35,,42665.99861,3.1489
43745.70556,100572.77,,43721.70556,26.88,,41411.70556,31.77,,42666.99861,3.1489
43746.70556,99981.4,,43724.70556,28.06,,41414.70556,32.89,,42667.99861,3.1245
43747.70556,101248.78,,43725.70556,27.69,,41415.70556,33.1,,42668.99861,3.1104
43748.70556,101817.13,,43726.70556,27.22,,41416.70556,32.62,,42669.99861,3.1388
43749.70556,103831.92,,43727.70556,27.29,,41417.70556,32.01,,42670.99861,3.1653
43752.70556,104301.58,,43728.70556,27,,41418.70556,31.76,,42671.99861,3.2029
43753.70556,104489.56,,43731.70556,27.48,,41421.70556,32,,42672.99861,3.2031
43754.70556,105422.8,,43732.70556,27.27,,41422.70556,31.31,,42673.99861,3.2031
43755.70556,105015.77,,43733.70556,27.34,,41423.70556,31.05,,42674.99861,3.1982
43756.70556,104728.89,,43734.70556,27.7,,41425.70556,30.45,,42675.99861,3.2351
43759.70556,106022.28,,43735.70556,27.66,,41428.70556,31.6,,42676.99861,3.2526
43760.70556,107381.11,,43738.70556,27.55,,41429.70556,32,,42677.99861,3.2584
43761.70556,107543.59,,43739.70556,27.51,,41430.70556,30.92,,42678.99861,3.2321
43762.70556,106986.15,,43740.70556,26.72,,41431.70556,31.28,,42679.99861,3.2323
43763.70556,107363.77,,43741.70556,26.74,,41432.70556,30.76,,42680.99861,3.2323
